Year,SDG Series,Type of product,Unit of measure,COMMENT_OBS,Observation-level footnotes,BASE_PER,Base period,Value
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00277
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00225
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00201
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00215
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00361
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-ferrous ores (material flows),Kilograms per constant USD,,,2015,2015,0.00261
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.42995
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.47215
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.46262
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.50954
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.50376
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.60254
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.59962
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.79066
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.60563
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.6546
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.68868
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.73696
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.80472
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.82185
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.86923
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.9499
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,1.00348
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.98358
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.99159
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Non-metallic minerals (material flows),Kilograms per constant USD,,,2015,2015,0.98078
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Fossil fuels (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Coal (material flows),Kilograms per constant USD,,Obs_Value = 0;  ,2015,2015,1e-05
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Oil shale and tar sands (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Petroleum (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Natural gas (material flows),Kilograms per constant USD,Obs_Value = 0;  ,Obs_Value = 0;  ,2015,2015,0.0
2000,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,81731135.22369
2001,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,85620866.18823
2002,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,88084410.95733
2003,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,91577609.75374
2004,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,92464648.23949
2005,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,96434385.22947
2006,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,97910366.80371
2007,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,104185282.65531
2008,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,103680306.23719
2009,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,108870516.28668
2010,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,113445275.25732
2011,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,118044166.39989
2012,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,120839241.04294
2013,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,122584032.8512
2014,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,127177745.71777
2015,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,132338845.16208
2016,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,135658228.61841
2017,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,139362284.72016
2018,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,144301749.65471
2019,"Domestic material consumption [8.4.2,12.2.2]",,Metric Tons,,,,,145547765.7823
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,3891414.1127
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,4674702.1932
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,4914809.5352
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,5702960.04165
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,5932856.28805
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,7812088.55855
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,8243807.26675
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,11831731.63325
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,9845345.49635
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,11675169.0434
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,13292764.8448
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,14539349.8704
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,16466584.3082
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,17737179.20363
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,19604030.74812
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,22796248.24926
2016,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,24753870.29624
2017,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,25365228.99059
2018,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,27704818.85826
2019,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - construction dominant (material flows),Metric Tons,,,,,29218073.85801
2000,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,123556.776
2001,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,120819.124
2002,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,115463.022
2003,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,178698.946
2004,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,219586.955
2005,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,283141.603
2006,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,380082.982
2007,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,456795.989
2008,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,548988.741
2009,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,334230.57
2010,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,373996.06
2011,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,944207.321
2012,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,987457.685
2013,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,929299.756
2014,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1036535.644
2015,"Domestic material consumption [8.4.2,12.2.2]",Non-metallic minerals - industrial or agricultural dominant (material flows),Metric Tons,,,,,1044357.687
