Year,SOURCE_DETAIL,SDG Series,Sex,Degree of urbanisation,Income or wealth quantile,Education level,Composite breakdown,Source details,COMMENT_OBS,Observation-level footnotes,Value
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.04276
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.07189
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Rural,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.16581
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Rural,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.22146
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Rural,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.29656
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Rural,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.04819
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Rural,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.0636
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Rural,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.12875
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Rural,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.08372
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Rural,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.0536
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Rural,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.05927
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.82884
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.22647
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.25125
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",,Urban,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.19575
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.13106
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.2051
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.23698
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.00721
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.05633
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.08086
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.03808
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.02895
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.08945
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.14291
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.22356
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.26989
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.00963
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.07158
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.08124
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.08014
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.03504
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Rural,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.07819
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.16098
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.16811
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above. Under Coverage (Students or individuals): Value suppressed (less than 25 unweighted observations in sample).; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.0
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Female,Urban,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,,Obs_Value = 0;  This data point is NOT APPLICABLE for the submitting nation.,0.21507
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.16457
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.22598
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.28372
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.09628
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.06131
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.18034
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.06624
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.05978
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.05352
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.19069
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.21912
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Primary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.3231
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.12258
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.05709
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Lower secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.19991
2006,Uganda DHS 2006. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.09205
2011,Uganda DHS 2011. The survey collected data on school attendance for age 3-24 and educatiol attainment for age 3 and above. Under Coverage (Students or individuals): Value based on 25-49 unweighted observations in sample.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.0822
2016,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,"Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level [4.5.1]",Male,Rural,,Upper secondary education,,Uganda DHS 2016. The survey collected data on school attendance for age 5-24 and educatiol attainment for age 5 and above.; Data extracted on 01 April 2022.,,,0.04001
